Tcrit,elite_fracture_prob,time_to_elite_fracture,weeks_below_elite_crit,avg_loyal,peak_protest,end_displaced_m,mean_elite,min_elite,mean_stab,min_stab
157.0,0.0,157.0,0.0,0.017692412866167698,0.6806221465522599,1.1342740829795321,0.5675438458689137,0.5216056693368046,0.9359413047900674,0.6647711601695179
157.0,0.0,157.0,0.0,0.020989316459084806,0.3198489959422116,0.6330206303774729,0.5797428100326601,0.5693361679083698,0.9878548460748717,0.6533404452742788
44.0,1.0,58.0,98.0,0.019424729461479346,1.0,2.421576072272616,0.38943585304154127,0.31531542540956603,0.2233877629555595,0.0
157.0,0.0,157.0,0.0,0.04246243524304344,0.15726041132301805,0.4504900969706989,0.6135437110465967,0.6081626717803078,0.9903621682737497,0.6639149153056559
56.0,1.0,72.0,84.0,0.023127709326087913,1.0,2.0702954968764233,0.40856012757783866,0.32120443166223467,0.2800786588446251,0.0
157.0,0.0,157.0,0.0,0.01736841502661737,0.5041070527723707,0.8179287392733431,0.5943255535535666,0.5801105922475982,0.9884231874013982,0.6681887907280039
74.0,1.0,91.0,65.0,0.018244501256518504,1.0,2.41657291816181,0.4412850212969667,0.31817117193983074,0.3998001150513962,0.0
62.0,1.0,76.0,80.0,0.017442092334525733,1.0,2.046716018359162,0.4077857500966594,0.30918754762184375,0.3072226595829715,0.0
157.0,0.0,157.0,0.0,0.022955091455203,0.48463420252387457,0.9166116929849922,0.5722724440156582,0.5556426149996003,0.9856663012384177,0.6605574644769246
97.0,1.0,111.0,45.0,0.021645645991058,1.0,2.0783868229149376,0.4667030132572499,0.31905352946437743,0.5050779418374785,0.0
52.0,1.0,64.0,92.0,0.019190468105473382,1.0,2.301642846562615,0.3863039981039357,0.3016224006647607,0.2650730071113092,0.0
157.0,0.0,157.0,0.0,0.499867846024261,0.16513627116204996,0.24266459171437782,0.6153629372174912,0.5967499154462852,0.9854369838843058,0.6497090333088219
157.0,0.0,157.0,0.0,0.019189568493132098,0.21467174198447675,0.629404544592777,0.6081293989296341,0.6050744185329839,0.9865603502147752,0.64911925231395
65.0,1.0,83.0,73.0,0.02167936842239947,1.0,2.147249721993601,0.42578335066357864,0.32703641402361594,0.32781606640506533,0.0
157.0,0.0,157.0,0.0,0.5612890043019078,1.0,1.2851606442332446,0.5318653933751956,0.42610834461779673,0.8311198993724582,0.40841240512292676
70.0,1.0,84.0,72.0,0.02380328502099367,1.0,1.9938501820232513,0.4297087506946494,0.32187987771944865,0.3635944886204728,0.0
157.0,0.0,157.0,0.0,0.01812059485705084,0.3428446573755001,0.9000155907619599,0.5869557556878032,0.572008199686607,0.9720961155838942,0.6455443831188282
157.0,0.0,157.0,0.0,0.01928413988123773,0.3413034640936495,0.8253253254228873,0.5942070414824,0.5872580115181332,0.9901570371285058,0.6580875776577267
157.0,0.0,157.0,0.0,0.02029955084772373,0.5598076082494814,0.7937940651600672,0.595399845106223,0.581548504802901,0.9870837359875159,0.6588815556250871
60.0,1.0,74.0,82.0,0.01938269613811526,1.0,2.775005675001796,0.4082089905091128,0.3181659315835291,0.30299698594449676,0.0
157.0,0.0,157.0,0.0,0.022540098253960004,0.16209910607704403,0.45806507257557055,0.5999511998491008,0.5941163588720152,0.9556916433316681,0.6510817391609013
53.0,1.0,66.0,90.0,0.018783709681629956,1.0,2.4390031796236786,0.3932248314439357,0.30814784486180474,0.26414656949886217,0.0
157.0,0.0,157.0,0.0,0.66893809007608,0.48835869416962074,0.47627550505574534,0.6002318929826376,0.5683028521107107,0.9863186267415497,0.6494880870941021
129.0,1.0,146.0,10.0,0.017107423536620956,1.0,1.6724472512314357,0.5218657298955841,0.3331899934488872,0.6906578476011703,0.0
157.0,0.0,157.0,0.0,0.540774596592057,0.5590795113585315,0.543444582209683,0.5996299685964361,0.5618952554253458,0.9707718855216387,0.6582177673378933
157.0,0.0,157.0,0.0,0.37682285508149505,0.16198913553587968,0.4172779558478155,0.6022283210503127,0.5868073654338098,0.9890373203885747,0.6583492360515372
157.0,0.0,157.0,0.0,0.019170530803598824,0.820458487936699,1.1145292959605733,0.5133319852462822,0.4040462366577213,0.7645002115718099,0.34269307155261863
