Tcrit_mean,Tcrit_std,elite_fracture_prob_mean,elite_fracture_prob_std,time_to_elite_fracture_mean,time_to_elite_fracture_std,weeks_below_elite_crit_mean,weeks_below_elite_crit_std,avg_loyal_mean,avg_loyal_std,peak_protest_mean,peak_protest_std,end_displaced_m_mean,end_displaced_m_std,mean_elite_mean,mean_elite_std,min_elite_mean,min_elite_std,mean_stab_mean,mean_stab_std,min_stab_mean,min_stab_std
132.0,0.0,0.0,0.0,157.0,0.0,0.0,0.0,0.026132750659960957,0.0,0.15635400183184262,0.0,0.6261816096068527,0.0,0.4805417234030928,0.0,0.43373948037361354,6.206335383118183e-17,0.40977750488910375,6.206335383118183e-17,0.2848778747943149,0.0
127.0,0.0,0.0,0.0,157.0,0.0,0.0,0.0,0.026108316181745472,0.0,0.15770957837681748,0.0,0.6290750283029728,0.0,0.47936843961133907,0.0,0.4322909162570162,6.206335383118183e-17,0.40558620394865513,0.0,0.2798951938773052,0.0
35.0,0.0,1.0,0.0,64.0,0.0,92.0,0.0,0.026065617996790698,0.0,0.9831090393713332,1.2412670766236366e-16,1.7161978712979693,0.0,0.39041447192541906,0.0,0.32513911904362114,0.0,0.12291874551824647,1.5515838457795457e-17,0.0,0.0
48.0,0.0,1.0,0.0,98.0,0.0,58.0,0.0,0.02608023774074149,0.0,0.475950717447969,0.0,0.9326575867241733,0.0,0.4145866441278551,0.0,0.34508878051635133,0.0,0.1756581543579263,0.0,0.0,0.0
157.0,0.0,0.0,0.0,157.0,0.0,0.0,0.0,0.026122922840187506,0.0,0.15637878677215084,0.0,0.6284525701747333,0.0,0.4890430851034542,0.0,0.4491791055051224,0.0,0.44752331208557605,0.0,0.3476336066425788,0.0
127.0,0.0,0.0,0.0,157.0,0.0,0.0,0.0,0.026110329539675143,0.0,0.15637878677215084,0.0,0.6290892698435946,0.0,0.47938544643756087,0.0,0.4322724008459103,6.206335383118183e-17,0.40562552634610444,0.0,0.27982949764107784,0.0
126.0,0.0,0.0,0.0,157.0,0.0,0.0,0.0,0.02883128094677743,0.0,0.15637878677215084,0.0,0.6290587456556369,0.0,0.4794883833712659,0.0,0.4322084696339311,0.0,0.40595409341357785,6.206335383118183e-17,0.2795804474853354,0.0
127.0,0.0,0.0,0.0,157.0,0.0,0.0,0.0,0.024755136779133532,0.0,0.15637878677215084,0.0,0.6290943686508411,0.0,0.47935483973409676,0.0,0.4322836746464455,0.0,0.4055181597040109,6.206335383118183e-17,0.27987340957775514,0.0
127.0,0.0,0.0,0.0,157.0,0.0,0.0,0.0,0.024795058972577652,0.0,0.15637878677215084,0.0,0.6290944004609685,0.0,0.47935641606503,0.0,0.43228359928756366,0.0,0.4055243119267188,6.206335383118183e-17,0.27987312380572477,0.0
127.0,0.0,0.0,0.0,157.0,0.0,0.0,0.0,0.025484439329242454,0.0,0.15637878677215084,0.0,0.6290934890063349,0.0,0.43553311548057777,0.0,0.3926458766160114,0.0,0.40538010641359595,0.0,0.2798804013208278,0.0
127.0,0.0,0.0,0.0,157.0,0.0,0.0,0.0,0.026116975944688835,0.0,0.15637878677215084,0.0,0.6290892665550847,0.0,0.4803227509918654,0.0,0.4335770268187999,0.0,0.40561356499478596,6.206335383118183e-17,0.2798288719312676,0.0
157.0,0.0,0.0,0.0,157.0,0.0,0.0,0.0,0.02612259021322081,0.0,0.15626684274790742,0.0,0.6111652897638851,0.0,0.5128566071512369,0.0,0.487460091876555,6.206335383118183e-17,0.5451663082903603,0.0,0.4953937033725692,6.206335383118183e-17
157.0,0.0,0.0,0.0,157.0,0.0,0.0,0.0,0.026135431615405148,3.878959614448864e-18,0.15637878677215084,0.0,0.6284180022994262,0.0,0.4919894358880893,0.0,0.4450122346294304,0.0,0.4580852715171627,6.206335383118183e-17,0.329697729097778,0.0
157.0,0.0,0.0,0.0,157.0,0.0,0.0,0.0,0.026319720305367313,3.878959614448864e-18,0.15637831749176206,0.0,0.6262014861546185,0.0,0.48221837011599955,6.206335383118183e-17,0.44044388023236997,0.0,0.41812872046989885,0.0,0.3135193461172859,0.0
123.0,0.0,0.0,0.0,157.0,0.0,0.0,0.0,0.024759880749803172,0.0,0.1563834287042264,0.0,0.6294805447605023,0.0,0.47780411206721596,0.0,0.4315064804291991,0.0,0.3993588735214839,0.0,0.2771623844866775,0.0
